1.0,-0.04349,0.97953,-0.19653,0.56071,0.72502,0.47456,0.88021,0.00458,-0.08423,0.98034,-0.17845,-0.0685,0.04212,-0.99676,0.04223,-2.12202,-0.06862,0.33656,0.49128,-0.80335,0.10252,0.96857,-0.22663,0.47517,0.87584,-0.08442,0.07351,0.94953,-0.30493,0.29851,0.32455,0.89753,0.02715,0.98967,-0.14074,0.39041,0.20757,0.89693,-0.0202,0.99268,-0.11907,0.55543,0.15556,0.81688,-0.06696,0.9896,-0.1273
1.0,-0.04357,0.97956,-0.19636,0.56365,0.7275,0.47407,0.88048,0.00492,-0.08427,0.98033,-0.17849,-0.06893,0.04269,-0.99671,0.0428,-2.12529,-0.06904,0.33721,0.49089,-0.80332,0.10256,0.96857,-0.22663,0.47475,0.87631,-0.08176,0.0735,0.94953,-0.30493,0.29931,0.32392,0.89749,0.02712,0.98968,-0.14073,0.39115,0.20699,0.89675,-0.02024,0.99268,-0.11907,0.55564,0.15509,0.81683,-0.06701,0.9896,-0.12729
1.0,-0.04376,0.97957,-0.1963,0.56529,0.72893,0.4739,0.88057,0.00492,-0.08435,0.98031,-0.17856,-0.06914,0.04278,-0.99669,0.04289,-2.12481,-0.06926,0.33738,0.4902,-0.80367,0.10263,0.96856,-0.22663,0.47472,0.87639,-0.08113,0.07348,0.94953,-0.30494,0.29793,0.32457,0.89771,0.02708,0.98968,-0.14072,0.38952,0.20792,0.89724,-0.02028,0.99268,-0.11906,0.55392,0.15675,0.81768,-0.06706,0.9896,-0.12727
1.0,-0.04388,0.97954,-0.19641,0.5639,0.72807,0.47371,0.88067,0.00426,-0.08439,0.9803,-0.1786,-0.06918,0.04203,-0.99672,0.04214,-2.11677,-0.0693,0.33753,0.48958,-0.80398,0.10267,0.96855,-0.22663,0.47442,0.87643,-0.08241,0.07345,0.94954,-0.30494,0.29739,0.32481,0.8978,0.02704,0.98968,-0.14071,0.38894,0.20795,0.89749,-0.02032,0.99268,-0.11905,0.55338,0.1568,0.81803,-0.06709,0.9896,-0.12726
1.0,-0.04377,0.97954,-0.19642,0.56513,0.72951,0.47422,0.8804,0.00376,-0.08444,0.98029,-0.17864,-0.06962,0.04176,-0.9967,0.04187,-2.11104,-0.06974,0.3373,0.48945,-0.80416,0.10271,0.96855,-0.22663,0.47477,0.87633,-0.08155,0.07343,0.94954,-0.30494,0.29834,0.32421,0.89771,0.02699,0.98968,-0.1407,0.38987,0.20715,0.89727,-0.02035,0.99268,-0.11905,0.55431,0.1557,0.81762,-0.06712,0.9896,-0.12725
1.0,-0.04377,0.97954,-0.19645,0.56919,0.73356,0.47432,0.88035,0.00349,-0.08448,0.98027,-0.17867,-0.06966,0.04149,-0.99671,0.0416,-2.10794,-0.06978,0.33757,0.4889,-0.80438,0.10275,0.96854,-0.22664,0.47494,0.87652,-0.07836,0.07341,0.94954,-0.30494,0.29793,0.32441,0.89777,0.02694,0.98969,-0.14069,0.38936,0.2076,0.89739,-0.02039,0.99268,-0.11904,0.55367,0.15626,0.81795,-0.06716,0.9896,-0.12723
1.0,-0.04373,0.97953,-0.19647,0.56386,0.73081,0.47474,0.88012,0.00253,-0.08456,0.98026,-0.17874,-0.06948,0.04034,-0.99677,0.04045,-2.09683,-0.06959,0.33572,0.48926,-0.80493,0.1028,0.96854,-0.22664,0.47515,0.87609,-0.08184,0.07339,0.94954,-0.30494,0.29924,0.32596,0.89678,0.02687,0.98969,-0.14067,0.39073,0.20973,0.8963,-0.02046,0.99268,-0.11903,0.55573,0.15771,0.81627,-0.06722,0.98959,-0.12722
1.0,-0.04367,0.9795,-0.19665,0.56287,0.72903,0.47502,0.87997,0.00192,-0.08462,0.98024,-0.17879,-0.06932,0.03959,-0.99681,0.0397,-2.08972,-0.06943,0.33594,0.48857,-0.80526,0.10284,0.96853,-0.22665,0.47552,0.87569,-0.08388,0.07335,0.94954,-0.30495,0.29897,0.32777,0.89621,0.02681,0.98969,-0.14067,0.39024,0.21124,0.89616,-0.02051,0.99268,-0.11902,0.55512,0.15912,0.81641,-0.06728,0.98959,-0.1272
1.0,-0.04395,0.97958,-0.19618,0.56324,0.72794,0.47638,0.87924,0.00115,-0.08466,0.98023,-0.17882,-0.06991,0.03919,-0.99678,0.03929,-2.08167,-0.07002,0.33558,0.48845,-0.80548,0.10287,0.96853,-0.22665,0.47718,0.8745,-0.08687,0.07328,0.94954,-0.30496,0.29794,0.32676,0.89692,0.02678,0.9897,-0.14066,0.38909,0.21009,0.89693,-0.02054,0.99268,-0.11901,0.55428,0.15795,0.81721,-0.0673,0.98959,-0.12719
1.0,-0.04486,0.9797,-0.1954,0.56907,0.72803,0.47824,0.87823,0.00161,-0.08469,0.98023,-0.17883,-0.06962,0.03974,-0.99678,0.03985,-2.0895,-0.06973,0.33649,0.4892,-0.80465,0.10287,0.96853,-0.22664,0.48022,0.87244,-0.09079,0.0732,0.94954,-0.30499,0.29241,0.32215,0.9004,0.02675,0.9897,-0.14065,0.38386,0.20589,0.90015,-0.02056,0.99268,-0.119,0.54923,0.15444,0.82127,-0.06732,0.98959,-0.12718
