1.0,0.32522,0.92428,-0.19983,0,0,-0.79792,0.37308,-0.47344,0.56681,0.819,-0.08922,0.58441,0.28643,-0.75923,0.36076,2.02651,0.65602,0.27323,0.42906,-0.86096,0.55454,0.80934,-0.1935,0.30631,0.48167,-0.82108,0.57867,0.78003,-0.23811,0.39724,0.51555,-0.75921,0.57551,0.78881,-0.21581,0.41641,0.50995,-0.7527,0.56764,0.80229,-0.18467,0.49974,0.5258,-0.68833,0.55384,0.82071,-0.14032
1.0,0.30652,0.92843,-0.20993,0,0,-0.80239,0.36753,-0.4702,0.5669,0.81896,-0.08898,0.57784,0.28141,-0.7661,0.35203,2.024,0.64622,0.27508,0.4196,-0.86502,0.55361,0.81019,-0.19263,0.28941,0.47742,-0.82965,0.57926,0.77934,-0.23893,0.37804,0.51495,-0.76936,0.5754,0.78847,-0.21734,0.40832,0.50853,-0.75807,0.56764,0.80213,-0.18542,0.4396,0.53947,-0.71814,0.55479,0.82017,-0.13976
1.0,0.32026,0.92575,-0.20103,0,0,-0.80152,0.36378,-0.47459,0.56691,0.81898,-0.08879,0.58109,0.28663,-0.76169,0.35991,2.02903,0.6517,0.27934,0.4172,-0.86482,0.5537,0.81011,-0.19273,0.2972,0.48097,-0.82482,0.57945,0.77914,-0.23911,0.38876,0.5194,-0.76098,0.57564,0.78836,-0.2171,0.4204,0.50663,-0.75272,0.56761,0.8021,-0.18559,0.45496,0.5461,-0.70341,0.55472,0.82032,-0.13912
1.0,0.3138,0.92708,-0.20508,0,0,-0.80312,0.35956,-0.47508,0.56683,0.81904,-0.08876,0.57972,0.28749,-0.76242,0.36059,2.03117,0.6501,0.27996,0.41432,-0.866,0.55411,0.80985,-0.19262,0.31431,0.48114,-0.81836,0.57943,0.77931,-0.23863,0.38235,0.52592,-0.75975,0.5755,0.78859,-0.21663,0.42051,0.5171,-0.7455,0.5675,0.80231,-0.18506,0.44133,0.55253,-0.70706,0.55435,0.82069,-0.13846
1.0,0.33395,0.92161,-0.19777,0,0,-0.80627,0.34787,-0.47846,0.56662,0.81919,-0.08876,0.57975,0.30395,-0.75598,0.38228,2.05367,0.65422,0.28431,0.43083,-0.85648,0.55426,0.80974,-0.19267,0.27345,0.50528,-0.81848,0.57844,0.78012,-0.23836,0.39896,0.53283,-0.74627,0.57529,0.78893,-0.21596,0.44219,0.52911,-0.72424,0.56712,0.80276,-0.18427,0.46822,0.5732,-0.67246,0.55267,0.82199,-0.13747
1.0,0.34987,0.91796,-0.1869,0,0,-0.80669,0.3504,-0.47589,0.56643,0.81929,-0.08898,0.57882,0.30602,-0.75586,0.38469,2.05713,0.65353,0.26763,0.43787,-0.85828,0.55428,0.80963,-0.19306,0.31185,0.49407,-0.81157,0.57766,0.78073,-0.23825,0.38385,0.53341,-0.75375,0.57495,0.78929,-0.21551,0.42089,0.51995,-0.7433,0.56685,0.80306,-0.18378,0.49554,0.55401,-0.66896,0.55187,0.82253,-0.1374
1.0,0.31216,0.92838,-0.20165,0,0,-0.80862,0.36585,-0.46074,0.56665,0.81914,-0.08899,0.5708,0.29815,-0.76504,0.37161,2.05216,0.641,0.25998,0.42778,-0.86569,0.55398,0.80976,-0.19339,0.30837,0.48111,-0.82064,0.57789,0.78053,-0.23835,0.34848,0.52767,-0.77467,0.5747,0.78941,-0.21579,0.39618,0.50795,-0.76487,0.56683,0.80298,-0.18419,0.4226,0.5466,-0.72293,0.55266,0.82199,-0.13748
1.0,0.31013,0.92837,-0.20482,0,0,-0.81077,0.37338,-0.45082,0.56689,0.81899,-0.08887,0.56424,0.29348,-0.77169,0.36341,2.05042,0.63134,0.25365,0.44736,-0.85763,0.5534,0.81022,-0.19312,0.30514,0.47504,-0.82536,0.57798,0.78031,-0.23887,0.35139,0.51636,-0.78096,0.57438,0.78944,-0.21649,0.38788,0.49609,-0.77682,0.56682,0.8028,-0.18501,0.42145,0.52068,-0.74248,0.5536,0.82121,-0.13836
1.0,0.30412,0.92967,-0.20792,0,0,-0.81362,0.37593,-0.44351,0.56719,0.81877,-0.08889,0.55899,0.29601,-0.77454,0.36504,2.0578,0.62514,0.25494,0.44329,-0.85936,0.55307,0.81052,-0.19277,0.28941,0.48589,-0.82471,0.57804,0.78016,-0.23919,0.33558,0.52366,-0.78305,0.57409,0.78948,-0.21713,0.36984,0.49565,-0.78584,0.56688,0.80258,-0.18578,0.40399,0.52481,-0.74924,0.55447,0.82047,-0.13927
1.0,0.29771,0.9309,-0.21163,0,0,-0.81492,0.37447,-0.44236,0.56749,0.81854,-0.08917,0.5569,0.29451,-0.77661,0.36247,2.05724,0.6221,0.25933,0.44514,-0.85709,0.55317,0.81052,-0.19249,0.28556,0.48704,-0.82537,0.57772,0.78023,-0.23977,0.33394,0.52431,-0.78332,0.57351,0.78963,-0.21811,0.36554,0.49733,-0.78679,0.56685,0.80234,-0.18691,0.4037,0.52546,-0.74894,0.55481,0.82006,-0.14031
1.0,0.32096,0.92577,-0.19984,0,0,-0.8204,0.36239,-0.44227,0.5677,0.81837,-0.08936,0.55287,0.30544,-0.77527,0.37531,2.07554,0.61948,0.25465,0.43364,-0.86436,0.5539,0.81001,-0.19255,0.30523,0.50667,-0.8063,0.57696,0.78084,-0.2396,0.33477,0.53833,-0.77339,0.57267,0.79009,-0.21865,0.37304,0.50259,-0.7799,0.56676,0.80226,-0.18752,0.40452,0.52453,-0.74916,0.55472,0.82003,-0.14084
1.0,0.32301,0.92488,-0.20063,0,0,-0.82454,0.34397,-0.44924,0.56757,0.81844,-0.08955,0.55134,0.3101,-0.7745,0.38084,2.08315,0.61864,0.25274,0.43187,-0.8658,0.55437,0.8096,-0.19296,0.25635,0.51058,-0.82073,0.57586,0.78166,-0.23955,0.33473,0.53894,-0.77298,0.57167,0.79072,-0.21899,0.37877,0.50587,-0.775,0.56626,0.80247,-0.18815,0.411,0.52773,-0.74335,0.55404,0.82036,-0.14161
1.0,0.35543,0.91635,-0.18432,0,0,-0.83626,0.3068,-0.45446,0.5671,0.81875,-0.08972,0.54039,0.32056,-0.77796,0.39086,2.10621,0.60711,0.2321,0.42173,-0.87651,0.55474,0.80917,-0.19368,0.17467,0.51812,-0.83728,0.57328,0.78343,-0.23997,0.31722,0.54148,-0.77857,0.57033,0.79168,-0.21899,0.38127,0.5108,-0.77053,0.56529,0.80315,-0.18814,0.40584,0.53961,-0.73764,0.55146,0.82199,-0.14218
1.0,0.34783,0.91884,-0.18639,0,0,-0.83797,0.30361,-0.45347,0.56657,0.81913,-0.08958,0.53793,0.31959,-0.78006,0.38884,2.10688,0.60371,0.21333,0.43256,-0.876,0.55388,0.80966,-0.1941,0.16583,0.50859,-0.84489,0.57041,0.7852,-0.24103,0.28983,0.54112,-0.78942,0.56796,0.79321,-0.21961,0.36882,0.50655,-0.77935,0.56398,0.80402,-0.18834,0.39254,0.52528,-0.75498,0.54937,0.82328,-0.14287
1.0,0.33414,0.92335,-0.18912,0,0,-0.82972,0.33312,-0.44788,0.56661,0.81912,-0.08949,0.54413,0.30379,-0.78207,0.3705,2.08,0.60787,0.22156,0.42665,-0.87686,0.5519,0.81098,-0.1942,0.18359,0.51093,-0.83979,0.5694,0.78552,-0.24236,0.29367,0.53735,-0.79057,0.56669,0.7938,-0.22079,0.3749,0.50442,-0.77782,0.56367,0.80407,-0.18907,0.39558,0.52747,-0.75186,0.54973,0.82289,-0.14369
1.0,0.28978,0.93357,-0.21089,0,0,-0.82887,0.34825,-0.43784,0.56708,0.81878,-0.0896,0.53846,0.28424,-0.79326,0.34407,2.0565,0.59635,0.22204,0.40557,-0.88669,0.55069,0.81194,-0.19363,0.16727,0.47393,-0.86453,0.56874,0.78534,-0.24449,0.26955,0.51516,-0.8136,0.56615,0.79365,-0.2227,0.32898,0.49327,-0.80527,0.56342,0.80379,-0.19098,0.37073,0.50804,-0.77747,0.55091,0.82184,-0.14515
1.0,0.29436,0.93218,-0.21072,0,0,-0.83233,0.34568,-0.43329,0.56739,0.81849,-0.09024,0.53019,0.26851,-0.80424,0.32223,2.03959,0.58284,0.21707,0.364,-0.90575,0.55137,0.81119,-0.19482,0.12406,0.45635,-0.88111,0.56574,0.78582,-0.24982,0.25308,0.51402,-0.81959,0.56515,0.79346,-0.22589,0.30499,0.49986,-0.81063,0.56233,0.80393,-0.1936,0.30566,0.46266,-0.83217,0.54623,0.82315,-0.1551
1.0,0.31137,0.92864,-0.20169,0,0,-0.8378,0.32521,-0.43856,0.56738,0.81849,-0.0903,0.52732,0.27377,-0.80435,0.32806,2.04966,0.58029,0.20828,0.35266,-0.91228,0.55153,0.81084,-0.19587,0.10794,0.46272,-0.87991,0.56451,0.78611,-0.2517,0.24674,0.52316,-0.81574,0.5643,0.79359,-0.22757,0.30375,0.512,-0.80349,0.56119,0.80448,-0.19462,0.26096,0.44753,-0.85535,0.53902,0.8264,-0.16282
